,,word,word,word,word,word,word,word,word,word,word,word,word
tag,,.,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRON,PRT,VERB,X
title,tagger,,,,,,,,,,,,
Obscenity_and_Film_Censorship,perceptron,0.0822630995597043,0.07668059750058469,0.139359181639771,0.049581566557863804,0.029488626541797586,0.12182870158526789,0.23145521287737816,0.015791667937728154,0.04599208891329327,0.03428815472377292,0.17308806930844087,0.00018303285439736432
Obscenity_and_Film_Censorship,spacy,0.0912374054141545,0.07483915348197305,0.1261279488528305,0.04086917816533808,0.059766115000202326,0.10054424796665723,0.22065309755998866,0.01604418726985797,0.06853680249261522,0.02949864443814996,0.17095253510298222,0.0009306842552502732
Obscenity_and_Film_Censorship,stanford,0.08954665047561222,0.07501517911353978,0.15162922485326857,0.05193280712406396,0.02999392835458409,0.12193887876947987,0.22130135600080955,0.016656547257640153,0.04600283343452742,0.022070431086824528,0.1706233555960332,0.003288807933616677
On_Opera,perceptron,0.11217721775067555,0.07538690519197144,0.12704651532448016,0.06229498721153707,0.035114084649509415,0.11545742236608239,0.23394939525743103,0.008713495079693077,0.06057540858055287,0.023250437119778044,0.14506596534832306,0.0009681661199658975
On_Opera,spacy,0.1319029499848088,0.07374238631924651,0.11484541153662524,0.05185260203417295,0.060475411970659296,0.0928109492324831,0.20761295736338778,0.007118158538173295,0.08793529998987254,0.028458166350786324,0.14155297385668195,0.001692732823102186
On_Opera,stanford,0.1264775242697377,0.07339515907348197,0.13427566949753325,0.06542340022280414,0.03585121312518989,0.11632112733112458,0.20911760876170082,0.008362389502162936,0.06098178503739927,0.02005237344290282,0.14101766518612827,0.008724084549834343
Philosophy_as_a_Humanistic_Discipline,perceptron,0.10781818824444209,0.07883575442689005,0.13014703283497686,0.06073056939879122,0.03113844413812604,0.11428621920616407,0.20406107517760577,0.009666702011098151,0.06107517760576821,0.029185664298589757,0.17262220337185877,0.0004329692856890397
Philosophy_as_a_Humanistic_Discipline,spacy,0.12246706082562853,0.07589606835207635,0.10991420902121089,0.04917630133861998,0.06485201494763065,0.08871208266811699,0.18452955315005526,0.008219442446358707,0.09238758574711838,0.03212337058544887,0.17029246127125036,0.001429849646485026
Philosophy_as_a_Humanistic_Discipline,stanford,0.11989802622933586,0.07507862668313665,0.13691117593979693,0.06522291431224649,0.03172225288443849,0.11551770962005134,0.18595320069734642,0.009540329575021683,0.061709900391600306,0.022155641409761097,0.17000008760633217,0.006290134650932569
Problems_of_the_Self,perceptron,0.11359427270531224,0.07088112789054894,0.1317482742718269,0.06361952726394308,0.0287828766772321,0.11828649649730252,0.18368482310828715,0.010087183128490803,0.06227993763222042,0.03847477106193589,0.1780263379425953,0.0005343718203046652
Problems_of_the_Self,spacy,0.1242244975897277,0.06909447258630504,0.10693826964786246,0.0506481434778536,0.06416584402764067,0.09025731187986828,0.17530497690606062,0.008668333561510581,0.09462390384850952,0.035797407426088584,0.17765400162846498,0.00262283742010794
Problems_of_the_Self,stanford,0.11759142269232158,0.06842352261651204,0.1372080430309375,0.06718169019168983,0.029017002996281724,0.11907873361972492,0.17733655824699468,0.00943648243745713,0.06266921771777192,0.024157972636366917,0.17789971481173966,0.009999639002202087
Shame_and_Necessity,perceptron,0.13661947625083246,0.06581236976089712,0.12534103847558486,0.05565103439386453,0.031149970998302863,0.1080474338868719,0.206835807428731,0.018851103138628113,0.06293368278588155,0.03195557369653483,0.15610432017873638,0.0006981890051343746
Shame_and_Necessity,spacy,0.13948892312596292,0.0638367954098709,0.1104712320034001,0.04334059395420496,0.05959730117409552,0.08833873452690857,0.19994687350581736,0.019433671572012964,0.08676619029910217,0.028943314030707115,0.15549062317377677,0.004345747224140679
Shame_and_Necessity,stanford,0.13688900230735696,0.06441460121003328,0.1322636554063394,0.05814114219486002,0.03159058768488096,0.10889236232947357,0.2008889172435059,0.020298361457569088,0.06325560623943348,0.020596084936255275,0.15544355481833552,0.007326124171956575
The_Sense_of_the_Past,perceptron,0.11607956153668013,0.07348892262563364,0.12690734117283792,0.060340169312713895,0.031623909631268814,0.11509662146514679,0.21248488279340247,0.014157424799938244,0.05846692226539382,0.027331909528343155,0.1633687569153179,0.0006535779533232123
The_Sense_of_the_Past,spacy,0.13468302658486708,0.07089979550102249,0.11069529652351738,0.04912576687116564,0.06129345603271984,0.0907719836400818,0.1909764826175869,0.011830265848670756,0.08848159509202454,0.029729038854805726,0.15973415132924335,0.0017791411042944786
The_Sense_of_the_Past,stanford,0.1317337469197843,0.07053757735614181,0.13426424296843512,0.06298690366258693,0.03226892642684775,0.11549469667209158,0.19244014305465565,0.014167716788514813,0.0590687162324179,0.02077455627037534,0.15903861557377466,0.007224158074374136
Truth_and_Truthfulness,perceptron,0.11034276689290136,0.0733413013474481,0.12802179821004253,0.05791038829840213,0.03126734110214709,0.11703732160896971,0.20437956204379562,0.014235710931830793,0.06368008423329206,0.02951010941790811,0.16975427213613922,0.0005193437771232624
Truth_and_Truthfulness,spacy,0.12680706070310124,0.06930630076559285,0.10993998260980213,0.04708784877597042,0.06288041057833012,0.091991319039439,0.1865699602004821,0.011862094317081275,0.09429587371605908,0.030051110215680868,0.16724987452194628,0.0019581645565146084
Truth_and_Truthfulness,stanford,0.12456740088105726,0.0693920704845815,0.1350977973568282,0.0613568281938326,0.03150660792951542,0.11785022026431718,0.18835594713656387,0.014378854625550662,0.06402114537444933,0.021434361233480175,0.16620264317180616,0.005836123348017621
