index,title,group,tagger,tag,lowercase_word,N
44048,Descartes_1,1,stanford,X,cf.,41
44043,Descartes_1,1,stanford,X,a,32
44067,Descartes_1,1,stanford,X,etc,25
44096,Descartes_1,1,stanford,X,priori,23
44074,Descartes_1,1,stanford,X,i,22
44035,Descartes_1,1,stanford,X,. . .,16
44068,Descartes_1,1,stanford,X,etc.,16
44077,Descartes_1,1,stanford,X,iii,15
44038,Descartes_1,1,stanford,X,3,13
44045,Descartes_1,1,stanford,X,b,13
44075,Descartes_1,1,stanford,X,i.e.,12
44064,Descartes_1,1,stanford,X,e.g.,11
44082,Descartes_1,1,stanford,X,like,11
44076,Descartes_1,1,stanford,X,ii,10
44036,Descartes_1,1,stanford,X,1,9
44037,Descartes_1,1,stanford,X,2,8
44058,Descartes_1,1,stanford,X,de,8
44066,Descartes_1,1,stanford,X,et,7
44122,Essays_and_Reviews,0,perceptron,.,",",13587
44123,Essays_and_Reviews,0,perceptron,.,.,5813
44124,Essays_and_Reviews,0,perceptron,.,:,790
44120,Essays_and_Reviews,0,perceptron,.,(,737
44121,Essays_and_Reviews,0,perceptron,.,),736
44125,Essays_and_Reviews,0,perceptron,.,;,724
44126,Essays_and_Reviews,0,perceptron,.,?,353
44118,Essays_and_Reviews,0,perceptron,.,!,4
44128,Essays_and_Reviews,0,perceptron,.,’,4
44130,Essays_and_Reviews,0,perceptron,.,”,3
44129,Essays_and_Reviews,0,perceptron,.,“,2
44119,Essays_and_Reviews,0,perceptron,.,$,1
44127,Essays_and_Reviews,0,perceptron,.,‘,1
59096,Essays_and_Reviews,0,spacy,.,",",13587
59098,Essays_and_Reviews,0,spacy,.,.,6003
59099,Essays_and_Reviews,0,spacy,.,:,782
59093,Essays_and_Reviews,0,spacy,.,(,737
59106,Essays_and_Reviews,0,spacy,.,—,726
59094,Essays_and_Reviews,0,spacy,.,),725
59100,Essays_and_Reviews,0,spacy,.,;,723
59097,Essays_and_Reviews,0,spacy,.,-,710
59108,Essays_and_Reviews,0,spacy,.,’,628
59107,Essays_and_Reviews,0,spacy,.,‘,625
59112,Essays_and_Reviews,0,spacy,.,“,561
59113,Essays_and_Reviews,0,spacy,.,”,550
59101,Essays_and_Reviews,0,spacy,.,?,349
59116,Essays_and_Reviews,0,spacy,.,…,78
59103,Essays_and_Reviews,0,spacy,.,],28
59102,Essays_and_Reviews,0,spacy,.,[,20
59095,Essays_and_Reviews,0,spacy,.,):,8
59092,Essays_and_Reviews,0,spacy,.,!,4
59105,Essays_and_Reviews,0,spacy,.,–,2
59104,Essays_and_Reviews,0,spacy,.,rage.1,1
71995,Essays_and_Reviews,0,stanford,.,",",13587
71997,Essays_and_Reviews,0,stanford,.,.,5999
71998,Essays_and_Reviews,0,stanford,.,:,790
71993,Essays_and_Reviews,0,stanford,.,(,737
71994,Essays_and_Reviews,0,stanford,.,),736
71999,Essays_and_Reviews,0,stanford,.,;,724
72005,Essays_and_Reviews,0,stanford,.,’,720
72004,Essays_and_Reviews,0,stanford,.,‘,638
72006,Essays_and_Reviews,0,stanford,.,“,565
72007,Essays_and_Reviews,0,stanford,.,”,565
72003,Essays_and_Reviews,0,stanford,.,—,459
72000,Essays_and_Reviews,0,stanford,.,?,353
72008,Essays_and_Reviews,0,stanford,.,…,78
72001,Essays_and_Reviews,0,stanford,.,[,32
72002,Essays_and_Reviews,0,stanford,.,],32
71996,Essays_and_Reviews,0,stanford,.,-,6
71991,Essays_and_Reviews,0,stanford,.,!,4
71992,Essays_and_Reviews,0,stanford,.,$,1
45849,Essays_and_Reviews,0,perceptron,ADJ,other,473
46518,Essays_and_Reviews,0,perceptron,ADJ,such,452
45587,Essays_and_Reviews,0,perceptron,ADJ,many,272
45199,Essays_and_Reviews,0,perceptron,ADJ,human,271
45662,Essays_and_Reviews,0,perceptron,ADJ,more,264
45659,Essays_and_Reviews,0,perceptron,ADJ,moral,262
45972,Essays_and_Reviews,0,perceptron,ADJ,political,222
46423,Essays_and_Reviews,0,perceptron,ADJ,social,217
46267,Essays_and_Reviews,0,perceptron,ADJ,same,214
45666,Essays_and_Reviews,0,perceptron,ADJ,much,213
45875,Essays_and_Reviews,0,perceptron,ADJ,own,210
47086,Essays_and_Reviews,0,perceptron,ADJ,‘,203
45099,Essays_and_Reviews,0,perceptron,ADJ,good,201
46257,Essays_and_Reviews,0,perceptron,ADJ,s,181
44714,Essays_and_Reviews,0,perceptron,ADJ,different,179
44448,Essays_and_Reviews,0,perceptron,ADJ,certain,178
45497,Essays_and_Reviews,0,perceptron,ADJ,least,175
45260,Essays_and_Reviews,0,perceptron,ADJ,important,170
45899,Essays_and_Reviews,0,perceptron,ADJ,particular,168
45078,Essays_and_Reviews,0,perceptron,ADJ,general,161
60582,Essays_and_Reviews,0,spacy,ADJ,other,475
61120,Essays_and_Reviews,0,spacy,ADJ,such,389
60055,Essays_and_Reviews,0,spacy,ADJ,human,273
60380,Essays_and_Reviews,0,spacy,ADJ,many,273
60444,Essays_and_Reviews,0,spacy,ADJ,moral,263
60446,Essays_and_Reviews,0,spacy,ADJ,more,261
60677,Essays_and_Reviews,0,spacy,ADJ,political,230
61041,Essays_and_Reviews,0,spacy,ADJ,social,216
60923,Essays_and_Reviews,0,spacy,ADJ,same,214
60595,Essays_and_Reviews,0,spacy,ADJ,own,209
60451,Essays_and_Reviews,0,spacy,ADJ,much,202
59970,Essays_and_Reviews,0,spacy,ADJ,good,191
59624,Essays_and_Reviews,0,spacy,ADJ,different,184
59367,Essays_and_Reviews,0,spacy,ADJ,certain,179
60612,Essays_and_Reviews,0,spacy,ADJ,particular,176
60108,Essays_and_Reviews,0,spacy,ADJ,important,174
60315,Essays_and_Reviews,0,spacy,ADJ,least,170
59954,Essays_and_Reviews,0,spacy,ADJ,general,163
60656,Essays_and_Reviews,0,spacy,ADJ,philosophical,160
61218,Essays_and_Reviews,0,spacy,ADJ,true,158
73474,Essays_and_Reviews,0,stanford,ADJ,other,477
74006,Essays_and_Reviews,0,stanford,ADJ,such,389
73321,Essays_and_Reviews,0,stanford,ADJ,more,329
73257,Essays_and_Reviews,0,stanford,ADJ,many,274
72949,Essays_and_Reviews,0,stanford,ADJ,human,268
73319,Essays_and_Reviews,0,stanford,ADJ,moral,255
73575,Essays_and_Reviews,0,stanford,ADJ,political,222
73932,Essays_and_Reviews,0,stanford,ADJ,social,220
73820,Essays_and_Reviews,0,stanford,ADJ,same,214
73493,Essays_and_Reviews,0,stanford,ADJ,own,209
72861,Essays_and_Reviews,0,stanford,ADJ,good,203
73325,Essays_and_Reviews,0,stanford,ADJ,much,197
72524,Essays_and_Reviews,0,stanford,ADJ,different,184
72272,Essays_and_Reviews,0,stanford,ADJ,certain,179
73515,Essays_and_Reviews,0,stanford,ADJ,particular,176
72997,Essays_and_Reviews,0,stanford,ADJ,important,174
72845,Essays_and_Reviews,0,stanford,ADJ,general,162
73554,Essays_and_Reviews,0,stanford,ADJ,philosophical,162
74096,Essays_and_Reviews,0,stanford,ADJ,true,158
73311,Essays_and_Reviews,0,stanford,ADJ,modern,152
47153,Essays_and_Reviews,0,perceptron,ADP,of,8155
47145,Essays_and_Reviews,0,perceptron,ADP,in,4385
47179,Essays_and_Reviews,0,perceptron,ADP,that,2787
47114,Essays_and_Reviews,0,perceptron,ADP,as,1759
47141,Essays_and_Reviews,0,perceptron,ADP,for,1333
47210,Essays_and_Reviews,0,perceptron,ADP,with,1135
47131,Essays_and_Reviews,0,perceptron,ADP,by,1133
47156,Essays_and_Reviews,0,perceptron,ADP,on,1107
47116,Essays_and_Reviews,0,perceptron,ADP,at,789
47142,Essays_and_Reviews,0,perceptron,ADP,from,771
47092,Essays_and_Reviews,0,perceptron,ADP,about,767
47144,Essays_and_Reviews,0,perceptron,ADP,if,720
47178,Essays_and_Reviews,0,perceptron,ADP,than,500
47127,Essays_and_Reviews,0,perceptron,ADP,between,241
47119,Essays_and_Reviews,0,perceptron,ADP,because,224
47207,Essays_and_Reviews,0,perceptron,ADP,whether,204
47147,Essays_and_Reviews,0,perceptron,ADP,into,200
47150,Essays_and_Reviews,0,perceptron,ADP,like,196
47184,Essays_and_Reviews,0,perceptron,ADP,though,156
47098,Essays_and_Reviews,0,perceptron,ADP,against,151
61585,Essays_and_Reviews,0,spacy,ADP,of,8146
61574,Essays_and_Reviews,0,spacy,ADP,in,4404
61597,Essays_and_Reviews,0,spacy,ADP,to,2196
61571,Essays_and_Reviews,0,spacy,ADP,for,1272
61566,Essays_and_Reviews,0,spacy,ADP,by,1139
61610,Essays_and_Reviews,0,spacy,ADP,with,1139
61587,Essays_and_Reviews,0,spacy,ADP,on,1079
61554,Essays_and_Reviews,0,spacy,ADP,as,1056
61543,Essays_and_Reviews,0,spacy,ADP,about,804
61573,Essays_and_Reviews,0,spacy,ADP,from,771
61555,Essays_and_Reviews,0,spacy,ADP,at,640
61594,Essays_and_Reviews,0,spacy,ADP,than,381
61589,Essays_and_Reviews,0,spacy,ADP,out,281
61564,Essays_and_Reviews,0,spacy,ADP,between,243
61576,Essays_and_Reviews,0,spacy,ADP,into,201
61578,Essays_and_Reviews,0,spacy,ADP,like,189
61605,Essays_and_Reviews,0,spacy,ADP,up,172
61547,Essays_and_Reviews,0,spacy,ADP,against,151
61612,Essays_and_Reviews,0,spacy,ADP,without,129
61591,Essays_and_Reviews,0,spacy,ADP,over,85
74484,Essays_and_Reviews,0,stanford,ADP,of,8124
74475,Essays_and_Reviews,0,stanford,ADP,in,4401
74498,Essays_and_Reviews,0,stanford,ADP,that,2585
74503,Essays_and_Reviews,0,stanford,ADP,to,2233
74453,Essays_and_Reviews,0,stanford,ADP,as,1756
74472,Essays_and_Reviews,0,stanford,ADP,for,1354
74519,Essays_and_Reviews,0,stanford,ADP,with,1140
74465,Essays_and_Reviews,0,stanford,ADP,by,1138
74486,Essays_and_Reviews,0,stanford,ADP,on,1031
74473,Essays_and_Reviews,0,stanford,ADP,from,771
74454,Essays_and_Reviews,0,stanford,ADP,at,766
74440,Essays_and_Reviews,0,stanford,ADP,about,734
74474,Essays_and_Reviews,0,stanford,ADP,if,724
74497,Essays_and_Reviews,0,stanford,ADP,than,500
74462,Essays_and_Reviews,0,stanford,ADP,between,243
74455,Essays_and_Reviews,0,stanford,ADP,because,227
74516,Essays_and_Reviews,0,stanford,ADP,whether,212
74478,Essays_and_Reviews,0,stanford,ADP,into,201
74479,Essays_and_Reviews,0,stanford,ADP,like,189
74444,Essays_and_Reviews,0,stanford,ADP,against,151
47723,Essays_and_Reviews,0,perceptron,ADV,not,2049
48079,Essays_and_Reviews,0,perceptron,ADV,very,475
47693,Essays_and_Reviews,0,perceptron,ADV,more,471
47925,Essays_and_Reviews,0,perceptron,ADV,so,451
47568,Essays_and_Reviews,0,perceptron,ADV,how,346
47750,Essays_and_Reviews,0,perceptron,ADV,only,325
47839,Essays_and_Reviews,0,perceptron,ADV,rather,316
48091,Essays_and_Reviews,0,perceptron,ADV,when,296
47470,Essays_and_Reviews,0,perceptron,ADV,even,294
47641,Essays_and_Reviews,0,perceptron,ADV,just,263
47257,Essays_and_Reviews,0,perceptron,ADV,also,251
47597,Essays_and_Reviews,0,perceptron,ADV,indeed,207
47728,Essays_and_Reviews,0,perceptron,ADV,now,186
48089,Essays_and_Reviews,0,perceptron,ADV,well,178
47569,Essays_and_Reviews,0,perceptron,ADV,however,165
47683,Essays_and_Reviews,0,perceptron,ADV,merely,165
47992,Essays_and_Reviews,0,perceptron,ADV,then,163
47695,Essays_and_Reviews,0,perceptron,ADV,most,161
48096,Essays_and_Reviews,0,perceptron,ADV,why,159
47745,Essays_and_Reviews,0,perceptron,ADV,often,147
62071,Essays_and_Reviews,0,spacy,ADV,more,478
62280,Essays_and_Reviews,0,spacy,ADV,so,473
62425,Essays_and_Reviews,0,spacy,ADV,very,462
62203,Essays_and_Reviews,0,spacy,ADV,rather,318
62119,Essays_and_Reviews,0,spacy,ADV,only,315
61858,Essays_and_Reviews,0,spacy,ADV,even,303
62021,Essays_and_Reviews,0,spacy,ADV,just,261
61647,Essays_and_Reviews,0,spacy,ADV,also,252
62435,Essays_and_Reviews,0,spacy,ADV,well,224
61977,Essays_and_Reviews,0,spacy,ADV,indeed,216
61668,Essays_and_Reviews,0,spacy,ADV,as,204
61640,Essays_and_Reviews,0,spacy,ADV,all,192
62073,Essays_and_Reviews,0,spacy,ADV,most,186
62098,Essays_and_Reviews,0,spacy,ADV,now,183
62062,Essays_and_Reviews,0,spacy,ADV,merely,167
61947,Essays_and_Reviews,0,spacy,ADV,however,165
62344,Essays_and_Reviews,0,spacy,ADV,then,165
61671,Essays_and_Reviews,0,spacy,ADV,at,156
62115,Essays_and_Reviews,0,spacy,ADV,often,150
61937,Essays_and_Reviews,0,spacy,ADV,here,148
75001,Essays_and_Reviews,0,stanford,ADV,not,2062
75331,Essays_and_Reviews,0,stanford,ADV,very,484
75190,Essays_and_Reviews,0,stanford,ADV,so,473
74976,Essays_and_Reviews,0,stanford,ADV,more,410
74853,Essays_and_Reviews,0,stanford,ADV,how,358
75026,Essays_and_Reviews,0,stanford,ADV,only,324
75112,Essays_and_Reviews,0,stanford,ADV,rather,318
74763,Essays_and_Reviews,0,stanford,ADV,even,303
75343,Essays_and_Reviews,0,stanford,ADV,when,299
74926,Essays_and_Reviews,0,stanford,ADV,just,267
74554,Essays_and_Reviews,0,stanford,ADV,also,252
75341,Essays_and_Reviews,0,stanford,ADV,well,219
74883,Essays_and_Reviews,0,stanford,ADV,indeed,217
75005,Essays_and_Reviews,0,stanford,ADV,now,188
74978,Essays_and_Reviews,0,stanford,ADV,most,187
74574,Essays_and_Reviews,0,stanford,ADV,as,168
74967,Essays_and_Reviews,0,stanford,ADV,merely,167
74854,Essays_and_Reviews,0,stanford,ADV,however,165
75255,Essays_and_Reviews,0,stanford,ADV,then,165
75347,Essays_and_Reviews,0,stanford,ADV,why,161
48114,Essays_and_Reviews,0,perceptron,CONJ,and,4675
48117,Essays_and_Reviews,0,perceptron,CONJ,but,1219
48124,Essays_and_Reviews,0,perceptron,CONJ,or,1167
48123,Essays_and_Reviews,0,perceptron,CONJ,nor,63
48113,Essays_and_Reviews,0,perceptron,CONJ,&,22
48128,Essays_and_Reviews,0,perceptron,CONJ,yet,14
48118,Essays_and_Reviews,0,perceptron,CONJ,either,12
48116,Essays_and_Reviews,0,perceptron,CONJ,both,10
48121,Essays_and_Reviews,0,perceptron,CONJ,neither,6
48131,Essays_and_Reviews,0,perceptron,CONJ,“,4
48119,Essays_and_Reviews,0,perceptron,CONJ,less,3
48125,Essays_and_Reviews,0,perceptron,CONJ,plus,3
48129,Essays_and_Reviews,0,perceptron,CONJ,‘,3
48132,Essays_and_Reviews,0,perceptron,CONJ,”,2
48133,Essays_and_Reviews,0,perceptron,CONJ,•,2
48115,Essays_and_Reviews,0,perceptron,CONJ,because—to,1
48120,Essays_and_Reviews,0,perceptron,CONJ,moreover,1
48122,Essays_and_Reviews,0,perceptron,CONJ,neue,1
48126,Essays_and_Reviews,0,perceptron,CONJ,towards,1
48127,Essays_and_Reviews,0,perceptron,CONJ,whereas,1
62453,Essays_and_Reviews,0,spacy,CONJ,and,4727
62479,Essays_and_Reviews,0,spacy,CONJ,that,2568
62459,Essays_and_Reviews,0,spacy,CONJ,but,1242
62473,Essays_and_Reviews,0,spacy,CONJ,or,1190
62465,Essays_and_Reviews,0,spacy,CONJ,if,723
62454,Essays_and_Reviews,0,spacy,CONJ,as,663
62464,Essays_and_Reviews,0,spacy,CONJ,how,357
62487,Essays_and_Reviews,0,spacy,CONJ,when,299
62455,Essays_and_Reviews,0,spacy,CONJ,because,228
62490,Essays_and_Reviews,0,spacy,CONJ,whether,214
62481,Essays_and_Reviews,0,spacy,CONJ,though,170
62493,Essays_and_Reviews,0,spacy,CONJ,why,161
62476,Essays_and_Reviews,0,spacy,CONJ,since,131
62488,Essays_and_Reviews,0,spacy,CONJ,where,120
62478,Essays_and_Reviews,0,spacy,CONJ,than,119
62491,Essays_and_Reviews,0,spacy,CONJ,while,90
62463,Essays_and_Reviews,0,spacy,CONJ,for,80
62470,Essays_and_Reviews,0,spacy,CONJ,nor,65
62458,Essays_and_Reviews,0,spacy,CONJ,both,60
62477,Essays_and_Reviews,0,spacy,CONJ,so,40
75359,Essays_and_Reviews,0,stanford,CONJ,and,4729
75361,Essays_and_Reviews,0,stanford,CONJ,but,1239
75365,Essays_and_Reviews,0,stanford,CONJ,or,1191
75360,Essays_and_Reviews,0,stanford,CONJ,both,83
75364,Essays_and_Reviews,0,stanford,CONJ,nor,65
75362,Essays_and_Reviews,0,stanford,CONJ,either,47
75370,Essays_and_Reviews,0,stanford,CONJ,yet,31
75358,Essays_and_Reviews,0,stanford,CONJ,&,22
75363,Essays_and_Reviews,0,stanford,CONJ,neither,18
75366,Essays_and_Reviews,0,stanford,CONJ,plus,3
75369,Essays_and_Reviews,0,stanford,CONJ,whether,3
75367,Essays_and_Reviews,0,stanford,CONJ,so,2
75368,Essays_and_Reviews,0,stanford,CONJ,versus,1
48159,Essays_and_Reviews,0,perceptron,DET,the,10031
48134,Essays_and_Reviews,0,perceptron,DET,a,4136
48163,Essays_and_Reviews,0,perceptron,DET,this,1513
48168,Essays_and_Reviews,0,perceptron,DET,which,1452
48158,Essays_and_Reviews,0,perceptron,DET,that,1416
48156,Essays_and_Reviews,0,perceptron,DET,some,875
48137,Essays_and_Reviews,0,perceptron,DET,an,842
48160,Essays_and_Reviews,0,perceptron,DET,there,838
48136,Essays_and_Reviews,0,perceptron,DET,all,578
48161,Essays_and_Reviews,0,perceptron,DET,these,554
48155,Essays_and_Reviews,0,perceptron,DET,no,430
48139,Essays_and_Reviews,0,perceptron,DET,any,405
48164,Essays_and_Reviews,0,perceptron,DET,those,398
48138,Essays_and_Reviews,0,perceptron,DET,another,174
48142,Essays_and_Reviews,0,perceptron,DET,both,155
48145,Essays_and_Reviews,0,perceptron,DET,each,71
48157,Essays_and_Reviews,0,perceptron,DET,such,50
48148,Essays_and_Reviews,0,perceptron,DET,every,40
48167,Essays_and_Reviews,0,perceptron,DET,whatever,30
48147,Essays_and_Reviews,0,perceptron,DET,either,28
62515,Essays_and_Reviews,0,spacy,DET,the,10069
62496,Essays_and_Reviews,0,spacy,DET,a,4181
62498,Essays_and_Reviews,0,spacy,DET,an,848
62517,Essays_and_Reviews,0,spacy,DET,this,822
62512,Essays_and_Reviews,0,spacy,DET,some,673
62516,Essays_and_Reviews,0,spacy,DET,these,490
62514,Essays_and_Reviews,0,spacy,DET,that,406
62508,Essays_and_Reviews,0,spacy,DET,no,386
62500,Essays_and_Reviews,0,spacy,DET,any,363
62497,Essays_and_Reviews,0,spacy,DET,all,262
62518,Essays_and_Reviews,0,spacy,DET,those,186
62513,Essays_and_Reviews,0,spacy,DET,such,118
62499,Essays_and_Reviews,0,spacy,DET,another,110
62522,Essays_and_Reviews,0,spacy,DET,whose,57
62519,Essays_and_Reviews,0,spacy,DET,what,49
62502,Essays_and_Reviews,0,spacy,DET,each,45
62504,Essays_and_Reviews,0,spacy,DET,every,38
62501,Essays_and_Reviews,0,spacy,DET,both,37
62521,Essays_and_Reviews,0,spacy,DET,which,27
62510,Essays_and_Reviews,0,spacy,DET,quite,18
75386,Essays_and_Reviews,0,stanford,DET,the,10093
75371,Essays_and_Reviews,0,stanford,DET,a,4178
75385,Essays_and_Reviews,0,stanford,DET,that,1654
75389,Essays_and_Reviews,0,stanford,DET,this,1523
75393,Essays_and_Reviews,0,stanford,DET,which,1475
75383,Essays_and_Reviews,0,stanford,DET,some,881
75373,Essays_and_Reviews,0,stanford,DET,an,848
75387,Essays_and_Reviews,0,stanford,DET,there,790
75388,Essays_and_Reviews,0,stanford,DET,these,557
75372,Essays_and_Reviews,0,stanford,DET,all,530
75381,Essays_and_Reviews,0,stanford,DET,no,412
75375,Essays_and_Reviews,0,stanford,DET,any,403
75390,Essays_and_Reviews,0,stanford,DET,those,398
75374,Essays_and_Reviews,0,stanford,DET,another,176
75384,Essays_and_Reviews,0,stanford,DET,such,118
75376,Essays_and_Reviews,0,stanford,DET,both,82
75391,Essays_and_Reviews,0,stanford,DET,what,77
75377,Essays_and_Reviews,0,stanford,DET,each,72
75379,Essays_and_Reviews,0,stanford,DET,every,41
75392,Essays_and_Reviews,0,stanford,DET,whatever,38
55411,Essays_and_Reviews,0,perceptron,NOUN,’,1521
52928,Essays_and_Reviews,0,perceptron,NOUN,philosophy,479
55413,Essays_and_Reviews,0,perceptron,NOUN,”,396
48885,Essays_and_Reviews,0,perceptron,NOUN,book,385
53796,Essays_and_Reviews,0,perceptron,NOUN,s,382
53361,Essays_and_Reviews,0,perceptron,NOUN,question,321
55190,Essays_and_Reviews,0,perceptron,NOUN,way,318
52865,Essays_and_Reviews,0,perceptron,NOUN,people,311
55318,Essays_and_Reviews,0,perceptron,NOUN,world,302
55410,Essays_and_Reviews,0,perceptron,NOUN,‘,289
54708,Essays_and_Reviews,0,perceptron,NOUN,things,271
55412,Essays_and_Reviews,0,perceptron,NOUN,“,270
53988,Essays_and_Reviews,0,perceptron,NOUN,sense,264
54692,Essays_and_Reviews,0,perceptron,NOUN,theory,238
50566,Essays_and_Reviews,0,perceptron,NOUN,fact,233
53019,Essays_and_Reviews,0,perceptron,NOUN,point,228
51296,Essays_and_Reviews,0,perceptron,NOUN,idea,222
54226,Essays_and_Reviews,0,perceptron,NOUN,something,220
51909,Essays_and_Reviews,0,perceptron,NOUN,life,218
55107,Essays_and_Reviews,0,perceptron,NOUN,view,216
66545,Essays_and_Reviews,0,spacy,NOUN,philosophy,488
63123,Essays_and_Reviews,0,spacy,NOUN,book,393
68410,Essays_and_Reviews,0,spacy,NOUN,way,325
66916,Essays_and_Reviews,0,spacy,NOUN,question,323
66495,Essays_and_Reviews,0,spacy,NOUN,people,318
68513,Essays_and_Reviews,0,spacy,NOUN,world,311
67415,Essays_and_Reviews,0,spacy,NOUN,sense,293
68002,Essays_and_Reviews,0,spacy,NOUN,things,276
67992,Essays_and_Reviews,0,spacy,NOUN,theory,244
64515,Essays_and_Reviews,0,spacy,NOUN,fact,238
66627,Essays_and_Reviews,0,spacy,NOUN,point,235
65147,Essays_and_Reviews,0,spacy,NOUN,idea,226
65657,Essays_and_Reviews,0,spacy,NOUN,life,226
68040,Essays_and_Reviews,0,spacy,NOUN,time,217
68335,Essays_and_Reviews,0,spacy,NOUN,view,216
68502,Essays_and_Reviews,0,spacy,NOUN,work,216
67355,Essays_and_Reviews,0,spacy,NOUN,science,213
65063,Essays_and_Reviews,0,spacy,NOUN,history,207
66920,Essays_and_Reviews,0,spacy,NOUN,questions,193
68018,Essays_and_Reviews,0,spacy,NOUN,thought,193
79343,Essays_and_Reviews,0,stanford,NOUN,philosophy,490
75983,Essays_and_Reviews,0,stanford,NOUN,book,396
79708,Essays_and_Reviews,0,stanford,NOUN,question,325
81158,Essays_and_Reviews,0,stanford,NOUN,way,325
79294,Essays_and_Reviews,0,stanford,NOUN,people,318
81259,Essays_and_Reviews,0,stanford,NOUN,world,312
80198,Essays_and_Reviews,0,stanford,NOUN,sense,294
80778,Essays_and_Reviews,0,stanford,NOUN,things,276
80768,Essays_and_Reviews,0,stanford,NOUN,theory,244
77362,Essays_and_Reviews,0,stanford,NOUN,fact,238
79424,Essays_and_Reviews,0,stanford,NOUN,point,235
78457,Essays_and_Reviews,0,stanford,NOUN,life,228
80383,Essays_and_Reviews,0,stanford,NOUN,something,228
77961,Essays_and_Reviews,0,stanford,NOUN,idea,226
81085,Essays_and_Reviews,0,stanford,NOUN,view,219
81250,Essays_and_Reviews,0,stanford,NOUN,work,218
80810,Essays_and_Reviews,0,stanford,NOUN,time,217
80140,Essays_and_Reviews,0,stanford,NOUN,science,213
77878,Essays_and_Reviews,0,stanford,NOUN,history,207
79712,Essays_and_Reviews,0,stanford,NOUN,questions,194
55604,Essays_and_Reviews,0,perceptron,NUM,one,992
55613,Essays_and_Reviews,0,perceptron,NUM,two,184
55416,Essays_and_Reviews,0,perceptron,NUM,1,74
55542,Essays_and_Reviews,0,perceptron,NUM,2,33
55610,Essays_and_Reviews,0,perceptron,NUM,three,33
55528,Essays_and_Reviews,0,perceptron,NUM,1984,17
55598,Essays_and_Reviews,0,perceptron,NUM,four,15
55558,Essays_and_Reviews,0,perceptron,NUM,3,14
55597,Essays_and_Reviews,0,perceptron,NUM,five,13
55501,Essays_and_Reviews,0,perceptron,NUM,1960,11
55514,Essays_and_Reviews,0,perceptron,NUM,1972,10
55529,Essays_and_Reviews,0,perceptron,NUM,1985,10
55525,Essays_and_Reviews,0,perceptron,NUM,1981,9
55518,Essays_and_Reviews,0,perceptron,NUM,1975,8
55537,Essays_and_Reviews,0,perceptron,NUM,1994,8
55500,Essays_and_Reviews,0,perceptron,NUM,1959,7
55510,Essays_and_Reviews,0,perceptron,NUM,1968,7
55519,Essays_and_Reviews,0,perceptron,NUM,1976,7
55565,Essays_and_Reviews,0,perceptron,NUM,4,7
55523,Essays_and_Reviews,0,perceptron,NUM,1979,6
68751,Essays_and_Reviews,0,spacy,NUM,one,684
68761,Essays_and_Reviews,0,spacy,NUM,two,187
68568,Essays_and_Reviews,0,spacy,NUM,1,68
68758,Essays_and_Reviews,0,spacy,NUM,three,38
68673,Essays_and_Reviews,0,spacy,NUM,1984,17
68740,Essays_and_Reviews,0,spacy,NUM,five,16
68742,Essays_and_Reviews,0,spacy,NUM,four,15
68647,Essays_and_Reviews,0,spacy,NUM,1960,11
68760,Essays_and_Reviews,0,spacy,NUM,twenty,11
68659,Essays_and_Reviews,0,spacy,NUM,1972,10
68674,Essays_and_Reviews,0,spacy,NUM,1985,10
68670,Essays_and_Reviews,0,spacy,NUM,1981,9
68753,Essays_and_Reviews,0,spacy,NUM,six,9
68663,Essays_and_Reviews,0,spacy,NUM,1975,8
68682,Essays_and_Reviews,0,spacy,NUM,1994,8
68646,Essays_and_Reviews,0,spacy,NUM,1959,7
68656,Essays_and_Reviews,0,spacy,NUM,1968,7
68664,Essays_and_Reviews,0,spacy,NUM,1976,7
68687,Essays_and_Reviews,0,spacy,NUM,2,7
68668,Essays_and_Reviews,0,spacy,NUM,1979,6
81510,Essays_and_Reviews,0,stanford,NUM,one,859
81520,Essays_and_Reviews,0,stanford,NUM,two,187
81326,Essays_and_Reviews,0,stanford,NUM,1,73
81313,Essays_and_Reviews,0,stanford,NUM,.1,53
81517,Essays_and_Reviews,0,stanford,NUM,three,38
81425,Essays_and_Reviews,0,stanford,NUM,1984,17
81501,Essays_and_Reviews,0,stanford,NUM,five,16
81318,Essays_and_Reviews,0,stanford,NUM,.2,15
81503,Essays_and_Reviews,0,stanford,NUM,four,15
81402,Essays_and_Reviews,0,stanford,NUM,1960,13
81413,Essays_and_Reviews,0,stanford,NUM,1972,12
81519,Essays_and_Reviews,0,stanford,NUM,twenty,11
81426,Essays_and_Reviews,0,stanford,NUM,1985,10
81422,Essays_and_Reviews,0,stanford,NUM,1981,9
81439,Essays_and_Reviews,0,stanford,NUM,2,9
81512,Essays_and_Reviews,0,stanford,NUM,six,9
81416,Essays_and_Reviews,0,stanford,NUM,1975,8
81417,Essays_and_Reviews,0,stanford,NUM,1976,8
81423,Essays_and_Reviews,0,stanford,NUM,1982,8
81434,Essays_and_Reviews,0,stanford,NUM,1994,8
55632,Essays_and_Reviews,0,perceptron,PRON,it,3035
55625,Essays_and_Reviews,0,perceptron,PRON,he,1384
55663,Essays_and_Reviews,0,perceptron,PRON,what,1026
55662,Essays_and_Reviews,0,perceptron,PRON,we,910
55630,Essays_and_Reviews,0,perceptron,PRON,his,868
55659,Essays_and_Reviews,0,perceptron,PRON,they,749
55631,Essays_and_Reviews,0,perceptron,PRON,i,584
